ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
201072_s_at	87.3488	P	0.000732422
201073_s_at	131.144	P	0.000732422
201074_at	173.266	P	0.000244141
201075_s_at	138.142	P	0.000244141
201076_at	88.6052	P	0.00585938
201077_s_at	227.501	P	0.000244141
201078_at	2050.7	P	0.000244141
201079_at	238.276	P	0.000244141
201080_at	39.1198	P	0.0107422
201081_s_at	10.1438	A	0.19458
201082_s_at	116.593	P	0.000244141
201083_s_at	297.544	P	0.000732422
201084_s_at	1132.39	P	0.000244141
201085_s_at	247.478	P	0.000732422
201086_x_at	1244.15	P	0.000244141
201087_at	1021.12	P	0.000732422
201088_at	215.119	P	0.000244141
201089_at	3315.45	P	0.000244141
201090_x_at	3025.68	P	0.0239258
201091_s_at	426.709	P	0.000732422
201092_at	175.297	P	0.000244141
201093_x_at	115.021	P	0.000244141
201094_at	4497.13	P	0.000244141
201095_at	173.376	P	0.000244141
201096_s_at	474.89	P	0.000244141
201097_s_at	957.979	P	0.000244141
201098_at	443.169	P	0.000244141
201099_at	512.468	P	0.000244141
201100_s_at	917.709	P	0.000244141
201101_s_at	588.163	P	0.000244141
201102_s_at	73.8846	P	0.00585938
201103_x_at	2385.15	P	0.000244141
201104_x_at	1633.79	P	0.000732422
201105_at	105.405	P	0.0107422
201106_at	409.859	P	0.000244141
201107_s_at	1.03962	A	0.80542
